100,024
-21,665
112,131
-24,426
125,915
-27,626
141,189
-31,247
158,511
-35,316
177,883
-40,103
199,489
-45,314
223,890
-51,661
251,271
-58,707
281,818
-66,621
316,277
-75,956
354,834
-86,072
398,047
-97,678
446,662
-110,260
501,238
-124,344
562,333
-140,882
630,878
-162,666
707,991
164,869
794,418
122,610
891,276
89,415
1000,054
69,391
1122,057
 56,499
1258,962
47,221
1412,630
38,274
1584,925
35,050
1778,267
26,735
1995,265
42
